Index,Locus tag,Ra,Ra_UNIPROT,#Name,Accession,Start,Stop,Strand,GeneID,Locus,Protein product,Length,Protein Name
2177,Rv2192c,mra:MRA_2208,A5U4M0,chromosome,NC_000962.3,2455631,2456743,-,887681,trpD,NP_216708.1,370,anthranilate phosphoribosyltransferase
2178,Rv2193,mra:MRA_2209,A5U4M1,chromosome,NC_000962.3,2456901,2457512,+,887425,ctaE,NP_216709.1,203,cytochrome C oxidase subunit III
2179,Rv2194,mra:MRA_2210,A5U4M2,chromosome,NC_000962.3,2457553,2458395,+,888737,qcrC,NP_216710.1,280,ubiquinol-cytochrome C reductase cytochrome subunit C
2180,Rv2195,mra:MRA_2211,A5U4M3,chromosome,NC_000962.3,2458392,2459681,+,888420,qcrA,NP_216711.1,429,ubiquinol-cytochrome C reductase rieske iron-sulfur subunit
2181,Rv2196,mra:MRA_2212,A5U4M4,chromosome,NC_000962.3,2459678,2461327,+,887400,qcrB,NP_216712.1,549,ubiquinol-cytochrome C reductase cytochrome subunit B
2182,Rv2197c,mra:MRA_2213,A5U4M5,chromosome,NC_000962.3,2461504,2462148,-,887213,,NP_216713.1,214,transmembrane protein
2183,Rv2198c,mra:MRA_2214,A5U4M6,chromosome,NC_000962.3,2462148,2463047,-,887471,mmpS3,NP_216714.1,299,membrane protein MmpS3
2184,Rv2199c,mra:MRA_2215,A5U4M7,chromosome,NC_000962.3,2463233,2463652,-,888692,,NP_216715.1,139,cytochrome c oxidase polypeptide 4
2185,Rv2200c,mra:MRA_2216,A5U4M8,chromosome,NC_000962.3,2463660,2464751,-,888799,ctaC,NP_216716.1,363,cytochrome C oxidase subunit II
2186,Rv2201,mra:MRA_2217,A5U4M9,chromosome,NC_000962.3,2464997,2466955,+,888472,asnB,NP_216717.1,652,asparagine synthetase
2187,Rv2202c,mra:MRA_2218,A5U4N0,chromosome,NC_000962.3,2467053,2468027,-,888551,adoK,NP_216718.1,324,adenosine kinase
2188,Rv2203,mra:MRA_2219,A5U4N1,chromosome,NC_000962.3,2468231,2468923,+,888318,,NP_216719.1,230,membrane protein
2189,Rv2204c,mra:MRA_2220,A5U4N2,chromosome,NC_000962.3,2468931,2469287,-,888428,,NP_216720.1,118,hypothetical protein Rv2204c
2190,Rv2205c,mra:MRA_2221,A5U4N3,chromosome,NC_000962.3,2469387,2470463,-,887277,,NP_216721.2,358,hypothetical protein Rv2205c
2191,Rv2206,mra:MRA_2222,A5U4N4,chromosome,NC_000962.3,2470622,2471332,+,888107,,NP_216722.2,236,transmembrane protein
2192,Rv2207,mra:MRA_2223,A5U4N5,chromosome,NC_000962.3,2471411,2472496,+,887781,cobT,NP_216723.1,361,nicotinate-nucleotide-dimethylbenzimidazol phosphoribosyltransferase
2193,Rv2208,mra:MRA_2224,A5U4N6,chromosome,NC_000962.3,2472493,2473242,+,887572,cobS,NP_216724.1,249,cobalamin synthase
2194,Rv2209,mra:MRA_2225,A5U4N7,chromosome,NC_000962.3,2473400,2474938,+,887230,,NP_216725.1,512,integral membrane protein
2195,Rv2210c,mra:MRA_2226,A5U4N8,chromosome,NC_000962.3,2474864,2475970,-,888352,ilvE,NP_216726.1,368,branched-chain amino acid aminotransferase
2196,Rv2211c,mra:MRA_2227,A5U4N9,chromosome,NC_000962.3,2476042,2477181,-,887233,gcvT,NP_216727.1,379,aminomethyltransferase
2197,Rv2212,mra:MRA_2228,A5U4P0,chromosome,NC_000962.3,2477190,2478326,+,887979,,NP_216728.1,378,adenylyl cyclase
2198,Rv2213,mra:MRA_2229,A5U4P1,chromosome,NC_000962.3,2478338,2479885,+,888105,pepB,NP_216729.1,515,cytosol aminopeptidase
2199,Rv2214c,mra:MRA_2230,A5U4P2,chromosome,NC_000962.3,2479923,2481701,-,887472,ephD,NP_216730.1,592,oxidoreductase EphD
2200,Rv2215,mra:MRA_2231,A5U4P3,chromosome,NC_000962.3,2481965,2483626,+,888777,dlaT,NP_216731.1,553,pyruvate dehydrogenase E2 component dihydrolipoamide acyltransferase
2201,Rv2216,mra:MRA_2232,A5U4P4,chromosome,NC_000962.3,2483626,2484531,+,887640,,NP_216732.1,301,epimerase family protein
2202,Rv2217,mra:MRA_2233,A5U4P5,chromosome,NC_000962.3,2484584,2485276,+,887626,lipB,NP_216733.1,230,octanoyltransferase
2203,Rv2218,mra:MRA_2234,A5U4P6,chromosome,NC_000962.3,2485273,2486208,+,887922,lipA,NP_216734.1,311,lipoyl synthase
2204,Rv2219,mra:MRA_2235,A5U4P7,chromosome,NC_000962.3,2486235,2486987,+,888380,,NP_216735.1,250,transmembrane protein
2205,Rv2219A,mra:MRA_2236,A5U4P8,chromosome,NC_000962.3,2486994,2487416,-,3205099,,YP_177661.1,140,membrane protein
2206,Rv2220,mra:MRA_2237,A5U4P9,chromosome,NC_000962.3,2487615,2489051,+,888383,glnA1,NP_216736.1,478,glutamine synthetase
2207,Rv2221c,mra:MRA_2238,A5U4Q0,chromosome,NC_000962.3,2489369,2492353,-,887995,glnE,NP_216737.1,994,glutamate-ammonia-ligase adenylyltransferase
2208,Rv2222c,mra:MRA_2239,A5U4Q1,chromosome,NC_000962.3,2492402,2493742,-,888238,glnA2,NP_216738.1,446,glutamine synthetase
2209,Rv2223c,mra:MRA_2240,A5U4Q2,chromosome,NC_000962.3,2493837,2495399,-,888093,,NP_216739.1,520,carboxylesterase B
2210,Rv2224c,mra:MRA_2241,A5U4Q3,chromosome,NC_000962.3,2495461,2497023,-,887857,caeA,NP_216740.1,520,carboxylesterase A
2211,Rv2224d,mra:MRA_2242,A5U4Q4,chromosome,NC_000962.3,2497225,2497446,-,19394678,,YP_009030036.1,73,hypothetical protein Rv2224d
2212,Rv2225,mra:MRA_2243,A5U4Q5,chromosome,NC_000962.3,2497742,2498587,+,887440,panB,NP_216741.1,281,3-methyl-2-oxobutanoate hydroxymethyltransferase
2213,Rv2226,mra:MRA_2244,A5U4Q6,chromosome,NC_000962.3,2498832,2500373,+,888513,,NP_216742.1,513,hypothetical protein Rv2226
2214,Rv2227,mra:MRA_3385,A5U818,chromosome,NC_000962.3,2500931,2501632,+,888581,,NP_216743.1,233,hypothetical protein Rv2227
2215,Rv2228c,mra:MRA_2247,A5U4Q9,chromosome,NC_000962.3,2501644,2502738,-,888108,,NP_216744.1,364,multifunctional RNASE H/alpha-ribazole phosphatase/acid phosphatase
2216,Rv2229c,mra:MRA_2248,A5U4R0,chromosome,NC_000962.3,2502735,2503472,-,888264,,NP_216745.1,245,hypothetical protein Rv2229c
2217,Rv2230c,mra:MRA_2249,A5U4R1,chromosome,NC_000962.3,2503469,2504608,-,888231,,NP_216746.1,379,GTP cyclohydrolase
2218,Rv2231c,mra:MRA_2250,A5U4R2,chromosome,NC_000962.3,2504605,2505699,-,888337,cobC,NP_216747.1,364,aminotransferase
2219,Rv2231A,mra:MRA_2169,A5U4I1,chromosome,NC_000962.3,2505736,2506161,-,14515883,vapC16,YP_007410917.1,141,ribonuclease VapC16
2220,Rv2231B,,,chromosome,NC_000962.3,2506207,2506383,-,14515901,vapB16,YP_007410918.1,58,antitoxin VapB16
2221,Rv2232,mra:MRA_2252,A5U4R4,chromosome,NC_000962.3,2506278,2507153,+,887597,ptkA,NP_216748.2,291,protein tyrosine kinase transcriptional regulator PtkA
2222,Rv2234,mra:MRA_2253,A5U4R5,chromosome,NC_000962.3,2507146,2507637,+,887373,ptpA,NP_216750.1,163,protein-tyrosine-phosphatase
2223,Rv2235,mra:MRA_2254,A5U4R6,chromosome,NC_000962.3,2507637,2508452,+,887606,,NP_216751.1,271,transmembrane protein
2224,Rv2236c,mra:MRA_2255,A5U4R7,chromosome,NC_000962.3,2508434,2509375,-,887513,cobD,NP_216752.1,313,cobalamin biosynthesis transmembrane protein CobD
2225,Rv2237,mra:MRA_2256,A5U4R8,chromosome,NC_000962.3,2509489,2510256,+,887840,,NP_216753.1,255,hypothetical protein Rv2237
2226,Rv2237A,mra:MRA_2257,A5U4R9,chromosome,NC_000962.3,2510351,2510587,-,14515864,,YP_004837056.2,78,hypothetical protein Rv2237A
2227,Rv2238c,mra:MRA_2258,A5U4S0,chromosome,NC_000962.3,2510715,2511176,-,887871,ahpE,NP_216754.1,153,peroxiredoxin
2228,Rv2239c,mra:MRA_2259,A5U4S1,chromosome,NC_000962.3,2511176,2511652,-,888451,,NP_216755.1,158,hypothetical protein Rv2239c
2229,Rv2240c,mra:MRA_2260,A5U4S2,chromosome,NC_000962.3,2511690,2512280,-,888600,,NP_216756.2,196,hypothetical protein Rv2240c
2230,Rv2241,mra:MRA_2261,A5U4S3,chromosome,NC_000962.3,2512539,2515244,+,887246,aceE,NP_216757.3,901,pyruvate dehydrogenase E1 component
2231,Rv2242,mra:MRA_2262,A5U4S4,chromosome,NC_000962.3,2515304,2516548,+,888624,,NP_216758.1,414,hypothetical protein Rv2242
2232,Rv2243,mra:MRA_2263,A5U4S5,chromosome,NC_000962.3,2516787,2517695,+,888769,fabD,NP_216759.1,302,malonyl CoA-acyl carrier protein transacylase
2233,Rv2244,mra:MRA_2264,A5U4S6,chromosome,NC_000962.3,2517771,2518118,+,888272,acpM,NP_216760.1,115,meromycolate extension acyl carrier protein
2234,Rv2245,mra:MRA_2265,A5U4S7,chromosome,NC_000962.3,2518115,2519365,+,887269,kasA,NP_216761.1,416,3-oxoacyl-ACP synthase 1
2235,Rv2246,mra:MRA_2266,A5U4S8,chromosome,NC_000962.3,2519396,2520712,+,887539,kasB,NP_216762.1,438,3-oxoacyl-ACP synthase 2
2236,Rv2247,mra:MRA_2267,A5U4S9,chromosome,NC_000962.3,2520743,2522164,+,887671,accD6,NP_216763.1,473,acetyl-/propionyl-CoA carboxylase subunit beta
2237,Rv2248,mra:MRA_2268,A5U4T0,chromosome,NC_000962.3,2522360,2523175,+,888603,,NP_216764.1,271,hypothetical protein Rv2248
2238,Rv2249c,mra:MRA_2269,A5U4T1,chromosome,NC_000962.3,2523241,2524791,-,887276,glpD1,NP_216765.1,516,glycerol-3-phosphate dehydrogenase
2239,Rv2250c,mra:MRA_2270,A5U4T2,chromosome,NC_000962.3,2524785,2525354,-,888018,,NP_216766.2,189,HTH-type transcriptional regulator
2240,Rv2251,mra:MRA_2271,A5U4T3,chromosome,NC_000962.3,2525565,2526992,+,888706,,NP_216767.1,475,flavoprotein
2241,Rv2252,mra:MRA_2272,A5U4T4,chromosome,NC_000962.3,2526989,2527918,+,888429,,NP_216768.1,309,diacylglycerol kinase
2242,Rv2253,mra:MRA_2273,A5U4T5,chromosome,NC_000962.3,2527984,2528487,+,888287,,NP_216769.1,167,hypothetical protein Rv2253
2243,Rv2254c,mra:MRA_2274,A5U4T6,chromosome,NC_000962.3,2528520,2528975,-,887182,,NP_216770.1,151,integral membrane protein
2244,Rv2256a,mra:MRA_2275,A5U4T7,chromosome,NC_000962.3,2528980,2529174,-,885526,,YP_009030037.1,64,hypothetical protein Rv2256a
2245,Rv2256c,mra:MRA_2277,A5U4T9,chromosome,NC_000962.3,2529341,2529874,-,885865,,NP_216772.1,177,hypothetical protein Rv2256c
2246,Rv2257c,mra:MRA_2278,A5U4U0,chromosome,NC_000962.3,2530004,2530822,-,888069,,NP_216773.1,272,hypothetical protein Rv2257c
2247,Rv2258c,mra:MRA_2279,A5U4U1,chromosome,NC_000962.3,2530836,2531897,-,888755,,NP_216774.1,353,transcriptional regulator
2248,Rv2259,mra:MRA_2280,A5U4U2,chromosome,NC_000962.3,2532245,2533330,+,887215,mscR,NP_216775.1,361,S-nitrosomycothiol reductase MscR
2249,Rv2260,mra:MRA_2281,A5U4U3,chromosome,NC_000962.3,2533330,2533965,+,888490,,NP_216776.1,211,hypothetical protein Rv2260
2250,Rv2263,mra:MRA_2283,A5U4U6,chromosome,NC_000962.3,2535641,2536594,+,887788,,NP_216779.1,317,oxidoreductase
2251,Rv2264c,mra:MRA_2284,A5U4U7,chromosome,NC_000962.3,2536572,2538350,-,888040,,NP_216780.1,592,hypothetical protein Rv2264c
2252,Rv2265,mra:MRA_2285,A5U4U8,chromosome,NC_000962.3,2538700,2539929,+,887976,,NP_216781.1,409,integral membrane protein
2253,Rv2266,mra:MRA_2286,A5U4U9,chromosome,NC_000962.3,2540104,2541390,+,887763,cyp124,NP_216782.1,428,cytochrome P450 Cyp124
2254,Rv2267c,mra:MRA_2287,A5U4V0,chromosome,NC_000962.3,2541644,2542810,-,888487,,NP_216783.1,388,hypothetical protein Rv2267c
2255,Rv2268c,mra:MRA_2288,A5U4V1,chromosome,NC_000962.3,2542807,2544276,-,888025,cyp128,NP_216784.1,489,cytochrome P450 Cyp128
2256,Rv2269c,mra:MRA_2288A,A5U4V2,chromosome,NC_000962.3,2544289,2544621,-,887623,,NP_216785.1,110,hypothetical protein Rv2269c
2257,Rv2270,mra:MRA_2289,A5U4V3,chromosome,NC_000962.3,2544698,2545225,+,887448,lppN,NP_216786.1,175,lipoprotein LppN
2258,Rv2271,mra:MRA_2290,A5U4V4,chromosome,NC_000962.3,2545332,2545631,+,887223,,NP_216787.1,99,hypothetical protein Rv2271
2259,Rv2272,mra:MRA_2291,A5U4V5,chromosome,NC_000962.3,2545737,2546105,+,887459,,NP_216788.1,122,transmembrane protein
2260,Rv2273,mra:MRA_2292,A5U4V6,chromosome,NC_000962.3,2546102,2546431,+,888440,,NP_216789.1,109,transmembrane protein
2261,Rv2274c,mra:MRA_2293,A5U4V7,chromosome,NC_000962.3,2546488,2546805,-,888067,mazF8,NP_216790.1,105,toxin MazF8
2262,Rv2274A,,,chromosome,NC_000962.3,2546839,2547087,-,14515891,mazE8,YP_007410963.1,82,antitoxin MazE8
2263,Rv2275,mra:MRA_2294,A5U4V8,chromosome,NC_000962.3,2546883,2547752,+,888355,,NP_216791.1,289,cyclo(L-tyrosyl-L-tyrosyl) synthase
2264,Rv2276,mra:MRA_2295,A5U4V9,chromosome,NC_000962.3,2547749,2548939,+,888373,cyp121,NP_216792.1,396,cytochrome P450 Cyp121
2265,Rv2277c,mra:MRA_2296,A5U4W0,chromosome,NC_000962.3,2549124,2550029,-,888498,,NP_216793.1,301,glycerolphosphodiesterase
2266,Rv2281,mra:MRA_2300,A5U4W4,chromosome,NC_000962.3,2553173,2554831,+,887257,pitB,NP_216797.1,552,phosphate permease
2267,Rv2282c,mra:MRA_2301,A5U4W5,chromosome,NC_000962.3,2554938,2555876,-,887253,,NP_216798.1,312,LysR family HTH-type transcriptional regulator
2268,Rv2283,mra:MRA_2301A,A5U4W6,chromosome,NC_000962.3,2555941,2556135,+,887644,,NP_216799.1,64,hypothetical protein Rv2283
2269,Rv2284,mra:MRA_2302,A5U4W7,chromosome,NC_000962.3,2556145,2557440,+,887794,lipM,NP_216800.1,431,esterase LipM
2270,Rv2285,mra:MRA_2303,A5U4W8,chromosome,NC_000962.3,2557473,2558810,+,888632,,NP_216801.1,445,diacylglycerol acyltransferase
2271,Rv2286c,mra:MRA_2304,A5U4W9,chromosome,NC_000962.3,2558877,2559569,-,887395,,NP_216802.1,230,hypothetical protein Rv2286c
2272,Rv2287,mra:MRA_2305,A5U4X0,chromosome,NC_000962.3,2559703,2561331,+,887570,yjcE,NP_216803.1,542,Na(+)/H(+) transporter
2273,Rv2288,mra:MRA_2305A,A5U4X1,chromosome,NC_000962.3,2561328,2561705,+,887702,,NP_216804.1,125,hypothetical protein Rv2288
2274,Rv2289,mra:MRA_2306,A5U4X2,chromosome,NC_000962.3,2561675,2562457,+,887342,cdh,NP_216805.1,260,CDP-diacylglycerol pyrophosphatase
2275,Rv2290,mra:MRA_2307,A5U4X3,chromosome,NC_000962.3,2562599,2563114,+,887203,lppO,NP_216806.1,171,lipoprotein LppO
2276,Rv2291,mra:MRA_2308,A5U4X4,chromosome,NC_000962.3,2563174,2564028,+,887174,sseB,NP_216807.1,284,thiosulfate sulfurtransferase SseB
2277,Rv2292c,mra:MRA_2309,A5U4X5,chromosome,NC_000962.3,2564029,2564253,-,888805,,NP_216808.1,74,hypothetical protein Rv2292c
2278,Rv2293c,mra:MRA_2310,A5U4X6,chromosome,NC_000962.3,2564292,2565032,-,887283,,NP_216809.1,246,hypothetical protein Rv2293c
2279,Rv2294,mra:MRA_2311,A5U4X7,chromosome,NC_000962.3,2565327,2566550,+,885868,,NP_216810.1,407,cystathionine beta-lyase
2280,Rv2295,mra:MRA_2312,A5U4X8,chromosome,NC_000962.3,2566772,2567410,+,888540,,NP_216811.1,212,hypothetical protein Rv2295
2281,Rv2296,mra:MRA_2313,A5U4X9,chromosome,NC_000962.3,2567504,2568406,+,887796,,NP_216812.1,300,haloalkane dehalogenase
2282,Rv2297,mra:MRA_2314,A5U4Y0,chromosome,NC_000962.3,2568438,2568890,+,887789,,NP_216813.1,150,hypothetical protein Rv2297
2283,Rv2298,mra:MRA_2315,A5U4Y1,chromosome,NC_000962.3,2569082,2570053,+,887344,,NP_216814.1,323,oxidoreductase
2284,Rv2299c,mra:MRA_2316,A5U4Y2,chromosome,NC_000962.3,2570059,2572002,-,887501,htpG,NP_216815.1,647,chaperone protein HtpG
2285,Rv2300c,mra:MRA_2317,A5U4Y3,chromosome,NC_000962.3,2572076,2573008,-,887880,,NP_216816.1,310,metallo-hydrolase
2286,Rv2301,mra:MRA_2318,A5U4Y4,chromosome,NC_000962.3,2573015,2573707,+,885371,cut2,NP_216817.2,230,cutinase
2287,Rv2302,mra:MRA_2318A,A5U4Y5,chromosome,NC_000962.3,2573813,2574055,+,885154,,NP_216818.1,80,hypothetical protein Rv2302
2288,Rv2303c,mra:MRA_2319,A5U4Y6,chromosome,NC_000962.3,2574096,2575019,-,885282,,NP_216819.1,307,antibiotic-resistance protein
2289,Rv2304c,mra:MRA_2320,A5U4Y7,chromosome,NC_000962.3,2575016,2575225,-,885102,,NP_216820.1,69,hypothetical protein Rv2304c
2290,Rv2305,mra:MRA_2321,A5U4Y8,chromosome,NC_000962.3,2575809,2577098,+,885752,,NP_216821.1,429,hypothetical protein Rv2305
2291,Rv2307c,mra:MRA_2323,A5U4Z0,chromosome,NC_000962.3,2577851,2578696,-,885277,,NP_216823.1,281,hypothetical protein Rv2307c
2292,Rv2307A,mra:MRA_2324,A5U4Z1,chromosome,NC_000962.3,2579228,2579419,-,3205073,,YP_177665.1,63,hypothetical protein Rv2307A
2293,Rv2307B,mra:MRA_2325,A5U4Z2,chromosome,NC_000962.3,2579504,2579935,-,3205074,,YP_177666.1,143,hypothetical protein Rv2307B
2294,Rv2307D,,,chromosome,NC_000962.3,2580028,2580210,-,3205075,,YP_177667.1,60,hypothetical protein Rv2307D
2295,Rv2308,mra:MRA_2327,A5U4Z4,chromosome,NC_000962.3,2580419,2581135,+,885290,,NP_216824.1,238,hypothetical protein Rv2308
2296,Rv2308a,mra:MRA_2328,A5U4Z5,chromosome,NC_000962.3,2581145,2581477,+,19394679,,YP_009030038.1,110,hypothetical protein Rv2308a
2297,Rv2309A,mra:MRA_2329A,A5U4Z7,chromosome,NC_000962.3,2583045,2583332,+,3205076,,YP_177668.1,95,hypothetical protein Rv2309A
2298,Rv2310,mra:MRA_2330,A5U4Z8,chromosome,NC_000962.3,2583435,2583779,+,885175,,NP_216826.1,114,excisionase
2299,Rv2311,mra:MRA_2331,A5U4Z9,chromosome,NC_000962.3,2583884,2584408,+,885168,,NP_216827.1,174,hypothetical protein Rv2311
2300,Rv2312,mra:MRA_2332,A5U500,chromosome,NC_000962.3,2584486,2584755,+,885152,,NP_216828.1,89,hypothetical protein Rv2312
2301,Rv2313c,mra:MRA_2333,A5U501,chromosome,NC_000962.3,2585052,2585906,-,885268,,NP_216829.1,284,hypothetical protein Rv2313c
2302,Rv2314c,mra:MRA_2334,A5U502,chromosome,NC_000962.3,2585917,2587290,-,885130,,NP_216830.1,457,hypothetical protein Rv2314c
2303,Rv2315c,mra:MRA_2335,A5U503,chromosome,NC_000962.3,2587287,2588804,-,885260,,NP_216831.1,505,hypothetical protein Rv2315c
2304,Rv2316,mra:MRA_2336,A5U504,chromosome,NC_000962.3,2588838,2589710,+,885262,uspA,NP_216832.1,290,sugar ABC transporter permease UspA
2305,Rv2317,mra:MRA_2337,A5U505,chromosome,NC_000962.3,2589697,2590521,+,885101,uspB,YP_177866.1,274,sugar ABC transporter permease UspB
2306,Rv2318,mra:MRA_2338,A5U506,chromosome,NC_000962.3,2590518,2591840,+,885143,uspC,NP_216834.1,440,sugar ABC transporter substrate-binding lipoprotein UspC
2307,Rv2319c,mra:MRA_2339,A5U507,chromosome,NC_000962.3,2591848,2592726,-,885171,,NP_216835.1,292,universal stress protein
2308,Rv2320c,mra:MRA_2340,A5U508,chromosome,NC_000962.3,2592723,2594153,-,885084,rocE,NP_216836.1,476,cationic amino acid transporter permease RocE
2309,Rv2323c,mra:MRA_2343,A5U511,chromosome,NC_000962.3,2595361,2596269,-,885480,,NP_216839.1,302,hypothetical protein Rv2323c
2310,Rv2324,mra:MRA_2344,A5U512,chromosome,NC_000962.3,2596334,2596780,+,885060,,NP_216840.1,148,AsnC family transcriptional regulator
2311,Rv2325c,mra:MRA_2345,A5U513,chromosome,NC_000962.3,2597009,2597857,-,886271,,NP_216841.1,282,hypothetical protein Rv2325c
2312,Rv2326c,mra:MRA_2346,A5U514,chromosome,NC_000962.3,2597854,2599947,-,888184,,NP_216842.1,697,ABC transporter ATP-binding protein
2313,Rv2327,mra:MRA_2347,A5U515,chromosome,NC_000962.3,2599988,2600479,+,888124,,NP_216843.1,163,hypothetical protein Rv2327
2314,Rv2328,mra:MRA_2348,A5U516,chromosome,NC_000962.3,2600731,2601879,+,888111,PE23,YP_177867.1,382,PE family protein PE23
2315,Rv2329c,mra:MRA_2349,A5U517,chromosome,NC_000962.3,2601914,2603461,-,888116,narK1,NP_216845.1,515,nitrate/nitrite transporter
2316,Rv2330c,mra:MRA_2350,A5U518,chromosome,NC_000962.3,2603695,2604222,-,888072,lppP,NP_216846.1,175,lipoprotein LppP
2317,Rv2331,mra:MRA_2351,A5U519,chromosome,NC_000962.3,2604297,2604683,+,888099,,NP_216847.1,128,hypothetical protein Rv2331
2318,Rv2331A,mra:MRA_2351A,A5U520,chromosome,NC_000962.3,2604740,2605078,+,3205048,,YP_177669.1,112,hypothetical protein Rv2331A
2319,Rv2332,mra:MRA_2352,A5U521,chromosome,NC_000962.3,2605108,2606754,+,887962,mez,NP_216848.2,548,malate oxidoreductase
2320,Rv2333c,mra:MRA_2353,A5U522,chromosome,NC_000962.3,2606708,2608321,-,887274,stp,NP_216849.1,537,multidrug resistance protein
2321,Rv2334,mra:MRA_2354,A5U523,chromosome,NC_000962.3,2608796,2609728,+,886016,cysK1,YP_177868.1,310,O-acetylserine sulfhydrylase
2322,Rv2335,mra:MRA_2355,A5U524,chromosome,NC_000962.3,2609732,2610421,+,886012,cysE,NP_216851.1,229,serine acetyltransferase
2323,Rv2336,mra:MRA_2356,A5U525,chromosome,NC_000962.3,2610837,2611805,+,888958,,NP_216852.1,322,hypothetical protein Rv2336
2324,Rv2337c,mra:MRA_2357,A5U526,chromosome,NC_000962.3,2611869,2612987,-,885123,,NP_216853.1,372,hypothetical protein Rv2337c
2325,Rv2338c,mra:MRA_2358,A5U527,chromosome,NC_000962.3,2613107,2614063,-,886018,moeW,NP_216854.1,318,molybdopterin biosynthesis protein MoeW
2326,Rv2339,mra:MRA_2359,A5U528,chromosome,NC_000962.3,2614693,2617581,+,888966,mmpL9,NP_216855.1,962,transmembrane transport protein MmpL9
2327,Rv2340c,mra:MRA_2360,A5U529,chromosome,NC_000962.3,2617667,2618908,-,888961,PE_PGRS39,YP_177869.1,413,PE-PGRS family protein PE_PGRS39
2328,Rv2341,mra:MRA_2361,A5U530,chromosome,NC_000962.3,2619597,2620016,+,886275,lppQ,NP_216857.1,139,lipoprotein LppQ
2329,Rv2342,mra:MRA_2362,A5U531,chromosome,NC_000962.3,2620272,2620529,+,888951,,NP_216858.1,85,hypothetical protein Rv2342
2330,Rv2343c,mra:MRA_2363,A5U532,chromosome,NC_000962.3,2620533,2622452,-,885996,dnaG,NP_216859.1,639,DNA primase
2331,Rv2344c,mra:MRA_2364,A5U533,chromosome,NC_000962.3,2622457,2623752,-,885421,dgt,NP_216860.1,431,deoxyguanosine triphosphate triphosphohydrolase
2332,Rv2345,mra:MRA_2365,A5U534,chromosome,NC_000962.3,2623821,2625803,+,888960,,NP_216861.1,660,transmembrane protein
2333,Rv2346c,mra:MRA_2366,A5U535,chromosome,NC_000962.3,2625888,2626172,-,888956,esxO,NP_216862.1,94,ESAT-6 like protein EsxO
2334,Rv2347c,mra:MRA_2367,A5U536,chromosome,NC_000962.3,2626223,2626519,-,886002,esxP,NP_216863.1,98,ESAT-6 like protein EsxP
2335,Rv2348c,mra:MRA_2368,A5U537,chromosome,NC_000962.3,2626654,2626980,-,886006,,NP_216864.1,108,hypothetical protein Rv2348c
2336,Rv2349c,mra:MRA_2369,A5U538,chromosome,NC_000962.3,2627172,2628698,-,886000,plcC,NP_216865.1,508,phospholipase C
2337,Rv2350c,mra:MRA_2370,A5U539,chromosome,NC_000962.3,2628781,2630319,-,885999,plcB,NP_216866.1,512,membrane-associated phospholipase B
2338,Rv2351c,mra:MRA_2371,A5U540,chromosome,NC_000962.3,2630537,2632075,-,885995,plcA,NP_216867.1,512,membrane-associated phospholipase A
2339,Rv2352c,mra:MRA_2373,A5U542,chromosome,NC_000962.3,2632923,2634098,-,888959,PPE38,YP_177870.1,391,PPE family protein PPE38
2340,Rv2353c,mra:MRA_2377,A5U546,chromosome,NC_000962.3,2634528,2635592,-,886003,PPE39,YP_177871.1,354,PPE family protein PPE39
2341,Rv2357c,mra:MRA_2381,A5U550,chromosome,NC_000962.3,2639673,2641064,-,888962,glyS,NP_216873.1,463,glycine--tRNA ligase
2342,Rv2358,mra:MRA_2382,A5U551,chromosome,NC_000962.3,2641246,2641653,+,888965,smtB,NP_216874.1,135,HTH-type transcriptional regulator SmtB
2343,Rv2359,mra:MRA_2383,A5U552,chromosome,NC_000962.3,2641650,2642042,+,886009,zur,NP_216875.1,130,zinc uptake regulation protein
2344,Rv2360c,mra:MRA_2384,A5U553,chromosome,NC_000962.3,2642150,2642578,-,888952,,NP_216876.1,142,hypothetical protein Rv2360c
2345,Rv2361c,mra:MRA_2385,A5U554,chromosome,NC_000962.3,2642578,2643468,-,888964,,NP_216877.1,296,decaprenyl diphosphate synthase
2346,Rv2362c,mra:MRA_2386,A5U555,chromosome,NC_000962.3,2643461,2644258,-,888954,recO,NP_216878.1,265,DNA repair protein RecO
2347,Rv2363,mra:MRA_2387,A5U556,chromosome,NC_000962.3,2644320,2645774,+,888955,amiA2,NP_216879.1,484,amidase
2348,Rv2364c,mra:MRA_2388,A5U557,chromosome,NC_000962.3,2645771,2646673,-,886027,era,YP_177873.1,300,GTPase Era
2349,Rv2365c,mra:MRA_2389,A5U558,chromosome,NC_000962.3,2646747,2647088,-,885259,,NP_216881.1,113,hypothetical protein Rv2365c
2350,Rv2366c,mra:MRA_2390,A5U559,chromosome,NC_000962.3,2647060,2648367,-,885987,,NP_216882.1,435,transmembrane protein
2351,Rv2367c,mra:MRA_2391,A5U560,chromosome,NC_000962.3,2648364,2648912,-,885989,,NP_216883.1,182,endoribonuclease
2352,Rv2368c,mra:MRA_2392,A5U561,chromosome,NC_000962.3,2648916,2649974,-,885998,phoH1,YP_177874.1,352,phosphate starvation-inducible protein PhoH
2353,Rv2369c,mra:MRA_2392A,A5U562,chromosome,NC_000962.3,2649946,2650248,-,885811,,NP_216885.1,100,hypothetical protein Rv2369c
2354,Rv2370c,mra:MRA_2393,A5U563,chromosome,NC_000962.3,2650245,2651558,-,886017,,NP_216886.1,437,hypothetical protein Rv2370c
